customer_id,customer_region,customer_age,vendor_count,product_count,chain_orders,first_order,last_order,last_promo,payment_method,CUI_American,CUI_Asian,CUI_Beverages,CUI_Cafe,CUI_Chicken Dishes,CUI_Chinese,CUI_Desserts,CUI_Healthy,CUI_Indian,CUI_Italian,CUI_Japanese,CUI_Noodle Dishes,CUI_OTHER,CUI_Street Food / Snacks,CUI_Thai,DOW_0,DOW_1,DOW_2,DOW_3,DOW_4,DOW_5,DOW_6,HR_1,HR_2,HR_3,HR_4,HR_5,HR_6,HR_7,HR_8,HR_9,HR_10,HR_11,HR_12,HR_13,HR_14,HR_15,HR_16,HR_17,HR_18,HR_19,HR_20,HR_21,HR_22,HR_23,total_cui_spending,total_orders,generation,weekend_orders,weekday_orders,orders_dawn,orders_morning,orders_afternoon,orders_evening,order_recency,avg_daily_orders,avg_order_value,promo_used,city,cui_asian_origin,cui_western,cui_other_origin,cui_main_dishes,cui_snacks_beverages,prop_cui_american,prop_cui_asian,prop_cui_beverages,prop_cui_cafe,prop_cui_chicken dishes,prop_cui_chinese,prop_cui_desserts,prop_cui_healthy,prop_cui_indian,prop_cui_italian,prop_cui_japanese,prop_cui_noodle dishes,prop_cui_other,prop_cui_street food / snacks,prop_cui_thai,prop_cui_asian_origin,prop_cui_western,prop_cui_other_origin,prop_cui_main_dishes,prop_cui_snacks_beverages,prop_chain_orders,prop_weekend_orders,prop_weekday_orders,prop_orders_dawn,prop_orders_morning,prop_orders_afternoon,prop_orders_evening,products_per_vendor
ca7acd001e,8670,26,2,7,1,3,72,DISCOUNT,CARD,0.0,17.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.53,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115.1,2,Millennials,0,2,1,0,1,0,0.8,0.022222222222222223,57.55,1,8,17.57,0.0,0.0,17.57,97.53,0.0,0.1526498696785404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8473501303214597,0.0,0.1526498696785404,0.0,0.0,0.1526498696785404,0.8473501303214597,0.5,0.0,1.0,0.5,0.0,0.5,0.0,3.5
61ec7299e1,8670,30,4,28,15,3,76,NOPROMO,CARD,0.0,316.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,3,3,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,316.16,17,Millennials,4,13,1,0,0,16,0.8444444444444444,0.18888888888888888,18.59764705882353,0,8,316.16,0.0,0.0,316.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8823529411764706,0.23529411764705882,0.7647058823529411,0.058823529411764705,0.0,0.0,0.9411764705882353,7.0
1846111110,4660,35,29,94,32,3,89,NOPROMO,CARD,127.01,5.65,0.0,20.48,0.0,39.77,0.0,2.94,41.95,79.09,36.06,0.0,91.94,0.0,17.57,11,13,14,16,9,13,6,0,0,0,0,0,0,0,4,8,25,2,1,0,2,2,8,18,5,4,2,1,0,0,462.46,82,Millennials,17,65,0,39,31,12,0.9888888888888889,0.9111111111111111,5.6397560975609755,0,4,141.0,206.10000000000002,91.94,439.04,20.48,0.2746399688621719,0.012217272845219047,0.0,0.04428491112744886,0.0,0.08599662673528523,0.0,0.006357306577866194,0.09071054793928124,0.17102019634130522,0.0779743112917874,0.0,0.198806383254768,0.0,0.037992475024867016,0.3048912338364399,0.4456601652034771,0.198806383254768,0.949357782294685,0.04428491112744886,0.3902439024390244,0.2073170731707317,0.7926829268292683,0.0,0.47560975609756095,0.3780487804878049,0.14634146341463414,3.2413793103448274
5313f62584,4660,25,3,22,9,3,89,NOPROMO,CARD,44.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.06,0.0,0.0,0.0,0.0,0,2,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,239.79,10,Gen_Z,0,10,0,0,2,8,0.9888888888888889,0.1111111111111111,23.979,0,4,195.06,44.73,0.0,239.79,0.0,0.1865382209433254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8134617790566746,0.0,0.0,0.0,0.0,0.8134617790566746,0.1865382209433254,0.0,1.0,0.0,0.9,0.0,1.0,0.0,0.0,0.2,0.8,7.333333333333333
a102228184,8670,25,22,41,13,3,89,NOPROMO,CARD,37.66,146.57,86.05,0.0,0.0,0.0,18.09,0.0,0.0,0.0,36.26,0.0,0.0,103.37,0.0,7,3,6,5,6,1,0,0,1,4,0,0,0,4,0,3,3,3,0,3,3,1,1,1,1,0,0,0,0,0,427.99999999999994,28,Gen_Z,7,21,5,13,9,1,0.9888888888888889,0.3111111111111111,15.285714285714283,0,8,182.82999999999998,37.66,0.0,220.48999999999998,207.51,0.08799065420560748,0.3424532710280374,0.2010514018691589,0.0,0.0,0.0,0.04226635514018692,0.0,0.0,0.0,0.0847196261682243,0.0,0.0,0.24151869158878508,0.0,0.4271728971962617,0.08799065420560748,0.0,0.5151635514018692,0.4848364485981309,0.4642857142857143,0.25,0.75,0.17857142857142858,0.4642857142857143,0.32142857142857145,0.03571428571428571,1.8636363636363635
560479e9b5,8670,36,2,19,0,4,77,NOPROMO,CARD,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.21,0.0,0.0,0.0,0.0,1,0,1,2,0,1,5,0,0,0,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224.71,10,Millennials,6,4,5,5,0,0,0.8555555555555555,0.1111111111111111,22.471,0,8,224.71,0.0,0.0,224.71,0.0,0.0,0.08677851452983845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9132214854701616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6,0.4,0.5,0.5,0.0,0.0,9.5
2f452f1ccd,8670,29,3,13,1,4,86,NOPROMO,CARD,50.38,153.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,204.15,4,Millennials,0,4,0,3,0,0,0.9555555555555556,0.044444444444444446,51.0375,0,8,153.77,50.38,0.0,204.15,0.0,0.2467793289248102,0.7532206710751899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7532206710751899,0.2467793289248102,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.75,0.0,0.0,4.333333333333333
9e0dd2e91c,8670,45,3,17,0,4,86,NOPROMO,CARD,0.0,54.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.7,0.0,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,215.72,8,Gen_X,1,7,0,6,2,0,0.9555555555555556,0.08888888888888889,26.965,0,8,54.02,0.0,0.0,54.02,161.7,0.0,0.2504172074911923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7495827925088077,0.0,0.2504172074911923,0.0,0.0,0.2504172074911923,0.7495827925088077,0.0,0.125,0.875,0.0,0.75,0.25,0.0,5.666666666666667
46138cd533,4660,20,3,30,8,4,88,NOPROMO,CARD,66.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.87,0.0,0.0,4.69,0.0,0.0,3,5,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,2,0,0,0,0,0,0,0,268.78000000000003,20,Gen_Z,3,17,0,0,20,0,0.9777777777777777,0.2222222222222222,13.439000000000002,0,4,0.0,264.09000000000003,4.69,268.78000000000003,0.0,0.24637249795371677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7361782870749312,0.0,0.0,0.017449214971352035,0.0,0.0,0.0,0.982550785028648,0.017449214971352035,1.0,0.0,0.4,0.15,0.85,0.0,0.0,1.0,0.0,10.0
bdf21b06cc,4660,27,1,42,0,4,88,NOPROMO,CARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.61,0.0,0.0,0.0,0.0,0.0,1,0,1,10,3,7,3,0,0,0,0,0,0,0,0,0,4,9,9,2,1,0,0,0,0,0,0,0,0,0,345.61,25,Millennials,4,21,0,13,12,0,0.9777777777777777,0.2777777777777778,13.8244,0,4,0.0,345.61,0.0,345.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16,0.84,0.0,0.52,0.48,0.0,42.0
